airplane potted plant couch potted plant clock,living room
bed,bedroom
bed,bedroom
person person person person person person person,classroom
bed couch bed,bedroom
oven microwave,kitchen
chair person person person person tv person person person person,lecture room
chair tv couch vase potted plant potted plant,living room
chair chair tv tv table,computer room
couch chair bed chair,bedroom
mouse laptop mouse tv tv laptop,computer room
tv tv tv tv tv tv tv tv tv tv keyboard tv tv keyboard chair tv tv,computer room
person person person person person person tv person person person person person person person,lecture room
chair chair chair clock dining table chair,dining room
microwave,kitchen
couch remote chair couch,living room
tv bottle person bottle,lecture room
person person person person person person person chair person,classroom
chair chair potted plant dining table umbrella,dining room
oven,kitchen
sink toilet sink,bathroom
person person cup,dorm room
chair tv couch,living room
person potted plant bottle vase refrigerator person,dorm room
mouse keyboard tv,computer room
refrigerator chair chair,dining room
dining table chair person,classroom
tv person person person person chair person person person person chair person person chair,lecture room
refrigerator oven vase,kitchen
tv mouse book remote cup,computer room
chair person person chair person person person chair person chair person chair person chair person person dining table dining table person person person clock dining table person person,classroom
couch couch couch bottle,living room
bed bed bed,bedroom
person cup,dorm room
chair dining table dining table chair chair,dining room
bed,bedroom
chair person person laptop chair person person chair tv tv person,computer room
chair bottle dining table,dining room
bed bed person,dorm room
bed bed,bedroom
toilet toilet toilet toilet,bathroom
person person person person person person person person chair person,classroom
person person person chair person laptop chair tv person person person chair laptop laptop chair laptop,lecture room
bed,bedroom
bed cat,bedroom
person,living room
person person person skateboard person person person person,lecture room
chair bottle dining table potted plant vase chair chair dining table,dining room
bed,bedroom
chair chair vase,living room
person person person chair chair,dining room
oven refrigerator oven,kitchen
bed bed bed,bedroom
toilet toilet,bathroom
person cat person person book cat,dorm room
oven,kitchen
dining table,dining room
person bottle tv tv,lecture room
person bed couch,dorm room
person person dining table cup bottle,classroom
potted plant chair dining table chair dining table,dining room
person person chair person person person tv person,computer room
laptop chair chair laptop,computer room
bottle oven sink bottle,kitchen
potted plant chair cup dining table potted plant chair chair potted plant chair dining table cup,dining room
bottle bottle bowl bottle knife dining table bowl bowl,dining room
tv tv tv,computer room
dining table chair,kitchen
person person person pizza,classroom
couch dining table,dorm room
refrigerator person tv chair cat,dorm room
clock couch person,living room
bed bed,bedroom
bed bowl,bedroom
chair person chair dining table chair chair dining table,classroom
book tv,computer room
tv tv person person person clock,computer room
toilet,bathroom
person person oven,kitchen
tv bed suitcase,bedroom
person person bottle,lecture room
chair potted plant couch tv vase,living room
bottle person person chair,computer room
tv chair chair,computer room
bed,bedroom
bed,bedroom
chair dining table chair chair dining table,lecture room
person person person person person person person person person person person person chair chair person person person person,lecture room
tv bottle person person person tv,computer room
chair tv chair tv chair chair tv chair chair tv chair chair person chair chair chair,classroom
chair oven chair,kitchen
person person person person person person person handbag handbag person handbag person,classroom
bed,bedroom
tv chair table,computer room
person,kitchen
person person person chair person chair person person person chair,lecture room
laptop,dorm room
person person person person backpack person bench,lecture room
bed,bedroom
person person person backpack person cup cup chair handbag,classroom
chair person,dining room
toilet bottle,bathroom
person person person person person person person chair person person chair person,classroom
cat couch bed,bedroom
chair vase chair tv table tv tv chair tv,computer room
book,dorm room
person bed refrigerator,dorm room
person tv person person tv person person person person person person person person person tv,computer room
toilet toilet,bathroom
chair tv tv bowl,computer room
person person person tie bowl,computer room
bed,bedroom
person sink oven sink,kitchen
person person person person person chair person person dining table person person person,lecture room
tv keyboard mouse tv keyboard mouse mouse,computer room
chair chair chair dining table chair,kitchen
potted plant chair chair chair dining table vase chair chair,dining room
tv keyboard cat,computer room
person person person,lecture room
person person person person person person person person person,lecture room
person person person person person person dining table person person person person person,classroom
chair laptop tv chair tv laptop bench,computer room
person person person person person chair chair chair person person person chair person chair person person chair person person chair chair chair chair chair,classroom
microwave chair,kitchen
person person person person person person chair,classroom
tv laptop laptop keyboard,computer room
person person person person person person person,classroom
sink,kitchen
person person person person person person person person person cell phone person chair tv,computer room
chair chair chair dining table chair chair dining table laptop,dining room
chair tv tv keyboard laptop tv mouse,computer room
person person person chair person person person dining table suitcase person person person person tv person person,classroom
vase bottle couch book dining table cell phone cup chair,living room
person,computer room
chair,living room
bed chair,bedroom
sink toilet sink,bathroom
person chair tv tv chair tv tv chair,computer room
tv person chair person chair,dorm room
chair chair person chair person person person chair person person dining table person person person chair chair person person dining table chair dining table,lecture room
person person tie,dorm room
potted plant potted plant chair chair refrigerator potted plant couch couch,living room
sink microwave bottle,kitchen
bed,bedroom
chair refrigerator refrigerator dining table refrigerator chair chair dining table cup,kitchen
toilet,living room
bed couch chair,dorm room
person person person,classroom
refrigerator sink oven,kitchen
person person person person person person person person person person person person tv,classroom
bed,bedroom
chair dining table,kitchen
bed,bedroom
person tv person person person person potted plant,dorm room
refrigerator oven,kitchen
chair chair chair chair potted plant,kitchen
chair chair person chair tv,dining room
person person person person laptop,computer room
oven microwave bottle vase,kitchen
refrigerator microwave,kitchen
bed,bedroom
bed,bedroom
chair person chair dining table,classroom
person person chair chair person person person person person person chair person person chair,lecture room
person bowl pizza,kitchen
person chair person chair person person chair chair chair person person person chair person person person,lecture room
laptop tv tv couch,computer room
wine glass tv,dorm room
person person person person person chair person person person person dining table person chair person person person book,lecture room
potted plant couch,living room
person chair microwave microwave oven,kitchen
person person person person person person person person person person person person person person tie,lecture room
chair chair dining table chair potted plant chair chair,dining room
toilet toilet,bathroom
tv bed,bedroom
person chair person person person,classroom
person person person person person laptop bottle,lecture room
person chair,dorm room
person tv person tv,computer room
microwave refrigerator vase oven,kitchen
person person tv tv,computer room
bed bottle bottle,bedroom
person person chair chair laptop person person chair person person person,computer room
person chair person tv tv tv tv tv keyboard chair person person,computer room
couch,living room
person person person person person person person person person person,lecture room
person person person person person dining table person person person person person chair person book person,lecture room
person person person person person person,classroom
person person person,lecture room
oven chair chair chair chair,lecture room
chair chair chair bottle chair chair,dining room
dining table chair dining table chair,dining room
bed,bedroom
bottle sink,kitchen
couch vase tv,living room
bed,bedroom
chair chair potted plant vase chair potted plant chair chair chair dining table chair,dining room
bed,bedroom
tv potted plant potted plant clock,living room
laptop person person tv cup mouse,lecture room
person person chair person person person,classroom
tv bed chair,bedroom
chair cat couch couch couch,living room
person person person person person book person person person person person person person,lecture room
tv tv tv tv,computer room
person person person person tv person clock person,classroom
person person person person person person dining table person dining table dining table chair,classroom
chair chair chair chair dining table,dining room
person person person banana cup person bowl apple orange,kitchen
chair chair chair,kitchen
tv potted plant vase potted plant chair couch bowl chair,living room
person person oven refrigerator,kitchen
toilet toilet toilet,bathroom
person refrigerator,dorm room
person person person chair dining table refrigerator,lecture room
chair person dining table person chair person knife bottle wine glass,lecture room
person tv person laptop person backpack person tv person person,computer room
person person person person person laptop tie person laptop person person person,lecture room
chair person person person person person,lecture room
tv tv,living room
refrigerator chair chair dining table chair,kitchen
person person person person bottle bottle bottle,lecture room
oven person refrigerator sink,kitchen
toilet toilet,bathroom
chair potted plant chair dining table,dining room
couch chair remote dining table chair,living room
couch dining table bottle wine glass bed,living room
chair tv,computer room
microwave person oven sink sink chair,kitchen
person chair chair,dorm room
chair microwave oven oven potted plant,kitchen
chair tv tv chair,computer room
laptop laptop tv person person person person person person person person laptop person bottle laptop,computer room
tv couch chair,living room
potted plant potted plant chair chair couch chair couch,living room
oven,kitchen
person person person person backpack person person,classroom
chair chair person,dining room
person laptop person chair chair suitcase person person person chair chair person person person person person person person person,lecture room
bed,bedroom
chair chair dining table chair tv dining table tv chair laptop,lecture room
couch bed tv,bedroom
person person person person person person person person chair person backpack person person chair person handbag chair person,lecture room
bed,bedroom
clock chair dining table person chair person chair,classroom
bed chair,bedroom
chair chair potted plant,lecture room
tv,dorm room
tv person laptop laptop person person person person person person chair person chair person person person person person,classroom
bed bed,bedroom
chair couch chair mouse,living room
person suitcase person person person person person person,lecture room
couch bed bed,bedroom
toilet sink,bathroom
person person tv laptop person cup person person person person mouse person person person person,lecture room
chair chair chair clock,living room
bed bed,dorm room
toilet sink,bathroom
person couch person,dorm room
refrigerator,kitchen
chair chair chair chair chair bottle vase chair dining table dining table,kitchen
couch,living room
tv tv,computer room
chair dining table,dining room
refrigerator,dining room
chair chair potted plant chair dining table dining table chair,dining room
toilet sink bottle,bathroom
person person person person person chair tv person tv,classroom
chair keyboard tv chair tv person person person tv person person chair tv person,computer room
chair,living room
toilet bowl,bathroom
refrigerator,kitchen
chair bowl bird bird,kitchen
bed,bedroom
tie person person person wine glass sandwich person person dining table,classroom
tv mouse tv tv keyboard tv,computer room
person parking meter person person tv train parking meter,computer room
remote,computer room
person person person person person person person,lecture room
bed,bedroom
person person person person person person chair person person person laptop chair tv person,classroom
person person person person person person person person person person person person person,classroom
chair dining table chair chair chair,dining room
couch chair chair couch,living room
bed,bedroom
tie person person person person person person person person person person person person person,lecture room
chair chair chair potted plant chair dining table,dining room
clock refrigerator toaster,kitchen
microwave sink bottle oven refrigerator,kitchen
tv chair,dining room
person person person person person person,dining room
potted plant chair,living room
chair tv tv,computer room
chair cup,lecture room
chair couch couch couch,living room
toilet,bathroom
cat cat toilet,bathroom
person person bench,living room
tv remote dining table couch potted plant,living room
oven microwave oven oven dining table,kitchen
dining table chair cup bowl chair microwave,kitchen
bed person chair,dorm room
oven chair microwave sink wine glass,kitchen
refrigerator,kitchen
chair dining table chair oven,kitchen
chair couch cup couch chair,living room
tv chair chair chair table chair tv,computer room
bed sink bed chair,dorm room
person person person chair person,classroom
tv potted plant couch,living room
chair couch chair,dorm room
couch tv potted plant chair,living room
chair chair chair chair dining table,dining room
chair tv dining table,dorm room
scissors,dorm room
person person,kitchen
tv potted plant couch couch vase vase potted plant cup vase,living room
chair oven oven chair chair chair,kitchen
bed bed cup,bedroom
person person person person person person person person person person dining table person person,classroom
person umbrella,classroom
person person person person person person person person bottle person person bottle bottle,lecture room
bed,bedroom
person chair chair chair chair chair,dining room
microwave refrigerator oven sink bottle,kitchen
chair bed bed,bedroom
cup refrigerator,living room
keyboard mouse tv mouse tv tv,computer room
chair person chair person person chair person tv,classroom
oven,kitchen
person person person person dining table chair,classroom
chair tv tv tv tv chair chair chair tv tv laptop,computer room
chair chair,living room
toilet,bathroom
dining table,lecture room
person person person person person person person person person dining table person person,lecture room
person person person person,dorm room
person person person person person dining table person dining table person chair person book chair dining table,lecture room
tv bed couch,living room
bed chair,bedroom
person bottle,dorm room
cup,kitchen
chair chair dining table chair chair potted plant chair,dining room
oven person,kitchen
couch couch tv couch,living room
chair chair person,dining room
microwave oven bottle,kitchen
keyboard mouse bicycle chair tv mouse,computer room
dining table dining table chair dining table chair,dining room
chair couch chair,living room
person person person person chair person dining table dining table dining table bottle,classroom
bed person tv,bedroom
person person person microwave dining table microwave,dorm room
chair chair chair dining table,dining room
tv tv,computer room
person person person person,kitchen
person chair,dorm room
person person oven person person person person person person person,classroom
person,computer room
cup tv person cup tv chair table person table,computer room
person person person person person person,classroom
person person person person person person chair chair person person chair person chair chair chair person,lecture room
person person person,lecture room
chair chair dining table chair clock chair,dining room
person,kitchen
chair chair couch vase,living room
chair bed chair,bedroom
chair,living room
oven,kitchen
person person person person person person person dining table person person person person person,lecture room
chair person chair chair chair chair chair dining table chair chair dining table chair chair,dining room
person,kitchen
chair clock clock tv,dorm room
toilet toilet,bathroom
bed,bedroom
bottle refrigerator bottle,kitchen
person person person person person person person person person person,lecture room
dining table potted plant chair chair,dining room
chair bed,bedroom
chair chair chair chair chair chair,computer room
person person person person person person person person person person person person,lecture room
chair chair,kitchen
chair chair chair chair chair chair person chair chair person chair person person chair person person person tv person person,lecture room
laptop chair chair refrigerator bottle,dorm room
chair chair dining table dining table,dining room
chair chair chair chair dining table,dining room
couch chair potted plant,living room
chair chair chair chair chair,dining room
tv chair bed,dorm room
person chair chair person person person,classroom
person couch couch,dorm room
tv potted plant,dorm room
toilet,bathroom
chair dining table dog tv,dining room
person person chair person chair person person person person person bottle chair person chair,lecture room
sink toilet,bathroom
person chair book chair table,computer room
cup person person person laptop person person person chair bowl dining table person cup,classroom
person person person person person person person person person person person handbag,classroom
person chair person person person chair person suitcase person suitcase chair chair person,classroom
couch refrigerator,living room
cake suitcase,dorm room
person book bed,dorm room
toilet toilet sink,bathroom
couch couch vase,living room
couch cat book book laptop chair,living room
chair tv laptop chair tv,computer room
chair,living room
person person person clock person person person dining table dining table,lecture room
person person person person person person umbrella person person person person person person,classroom
person person bed bed,bedroom
mouse tv tv tv tv tv tv,computer room
bowl cup cup,kitchen
chair chair chair,living room
toilet,bathroom
tv laptop chair mouse chair chair,computer room
sink couch chair,dorm room
person microwave,kitchen
person person person person person chair person person dining table bottle,lecture room
chair tv table,computer room
oven bottle,kitchen
toilet,bathroom
person person person person laptop person person,classroom
person person tv person person person chair person person,classroom
chair tv chair,living room
chair potted plant microwave,kitchen
person person person person person person person chair person person,classroom
chair refrigerator bowl chair dining table chair potted plant bottle bottle chair potted plant bottle,dining room
person person person person person person person person person person person,classroom
chair chair dining table bowl,dining room
bed,bedroom
bed person bed,dorm room
person person person person person person person person person person person person person person chair person,lecture room
dining table chair dining table,dining room
chair person person chair chair chair chair,computer room
bed bed,bedroom
bed bed chair cup,bedroom
person bowl dining table dining table pizza,dorm room
person microwave refrigerator,kitchen
person tv person person person pizza,computer room
chair dining table chair chair potted plant bottle chair chair chair chair chair,dining room
person person person person person suitcase dining table,classroom
oven bottle bottle,kitchen
chair chair chair vase chair,dining room
tv tv person chair,computer room
person person person dining table cup chair,dorm room
bed,bedroom
person person handbag,classroom
chair bed bed,dorm room
couch tv,living room
person person person person person,classroom
tv tv keyboard,dorm room
couch person person,living room
person person person person person person person clock person person person person person person person person,lecture room
refrigerator sink refrigerator microwave bottle,kitchen
couch chair potted plant potted plant chair microwave chair,living room
cup person dining table chair chair,dorm room
couch bed,living room
person person chair person person person clock chair suitcase person chair person person,lecture room
tv bed,dorm room
vase vase chair vase chair chair chair,dining room
bed bed vase bed,dorm room
potted plant oven,kitchen
person person person laptop person laptop remote,lecture room
toilet sink,bathroom
person refrigerator bowl bowl cup,kitchen
couch potted plant,living room
person chair person person,dorm room
bed chair couch,bedroom
person suitcase suitcase suitcase person person person person suitcase car suitcase suitcase person suitcase,lecture room
bed book bed,bedroom
person person person person person person person person person person person person person person person,lecture room
person person person person dining table book remote book person,classroom
chair chair vase,dining room
microwave oven,kitchen
oven oven,kitchen
person chair person person chair chair person person person person person person chair person,classroom
bed bed,dorm room
laptop keyboard tv chair tv tv person keyboard mouse chair keyboard chair,computer room
sink toilet donut toilet,bathroom
person person person person person person suitcase person person,classroom
vase couch potted plant vase vase chair vase dining table couch,living room
person person person person cup person dining table,lecture room
laptop tv person person tv book,computer room
person laptop person tie person person tv person pizza table,computer room
laptop,dorm room
chair clock sink refrigerator,kitchen
teddy bear sink,kitchen
person bowl chair chair,dining room
refrigerator chair microwave,kitchen
tv mouse,computer room
chair person person person person person person chair person chair tv person chair person chair person person person chair chair person,lecture room
person laptop person person laptop person person person person,computer room
toilet toilet,bathroom
tv person person person person person person person person person,classroom
tv bed couch chair,bedroom
person person bottle chair chair bowl dining table,classroom
chair bed bed bed,bedroom
chair keyboard chair tv tv chair,computer room
tv person chair tv person tv tv person keyboard person keyboard person laptop chair,computer room
sink couch couch chair,living room
sink toilet,bathroom
person person person person person tv tv,classroom
person tv person microwave,dorm room
toilet sink toilet,bathroom
toilet sink sink,bathroom
chair chair chair chair,dining room
person person person person person tv,computer room
person person person person person person person person person dining table person chair person dining table person,classroom
couch potted plant,living room
person person,dining room
person clock person person person person person person person person person person person dining table person chair,lecture room
toilet,bathroom
chair vase dining table chair clock chair chair,dining room
bed bottle suitcase,dorm room
laptop keyboard mouse chair cup chair cup mouse,computer room
bed,bedroom
oven microwave oven,kitchen
person person person person chair person person person person person dining table,classroom
person person person person person person person person person person person chair person person,lecture room
bed chair,bedroom
bed tv,bedroom
person person person bottle,dorm room
person person person person person person person person tv tv person,computer room
tv tv tv,computer room
person donut person chair person book,computer room
couch chair potted plant,living room
tv potted plant couch clock airplane potted plant couch vase couch couch,living room
toilet sink,bathroom
dining table bottle dining table,dorm room
bed,bedroom
person person person person person person person person bottle person dining table,lecture room
person wine glass wine glass wine glass person wine glass person wine glass wine glass bottle,dining room
tv tv tv mouse chair tv,computer room
toilet,bathroom
person person person person person chair person person,classroom
person chair tv chair couch couch chair,dorm room
dog person person person person,classroom
oven oven,kitchen
person person chair person person person person person bottle person person bottle person person person,lecture room
person person cup,dorm room
cup person person tie bottle person cup person person person cup bottle laptop cup bottle bottle,lecture room
potted plant chair potted plant chair wine glass wine glass microwave dining table wine glass chair,kitchen
chair chair,living room
person person cell phone person person person clock person person person person book person book,classroom
chair chair dining table chair potted plant refrigerator,dining room
chair refrigerator bowl chair dining table,dining room
chair,living room
person tie,lecture room
bed umbrella couch chair tv,bedroom
sink refrigerator,kitchen
chair chair chair dining table,dining room
person person person person person person person,lecture room
sink,living room
oven bottle oven sink oven bottle bottle,kitchen
chair laptop tv laptop person tv person keyboard,computer room
bed,bedroom
person person tv person person person person,living room
person person dining table bottle person person cup person person person cup chair,lecture room
person person person person person person clock person person,classroom
person remote,dorm room
refrigerator oven microwave chair bowl microwave dining table potted plant,kitchen
refrigerator bottle,kitchen
bed chair chair dining table bed,dorm room
bowl clock microwave oven oven refrigerator person,lecture room
person person person suitcase person person suitcase person person person person person person person,lecture room
bed,bedroom
person bottle bottle,kitchen
person chair person person person person person chair chair person person chair person chair,classroom
tv chair chair table tv chair table table,computer room
person bed bottle,dorm room
person person person person chair person chair,classroom
bottle cup cup cup cup vase bottle cup bottle,dining room
bed bed chair clock,bedroom
sink toilet,bathroom
chair chair dining table microwave,kitchen
person potted plant bird,living room
bed,bedroom
person person person chair person person dining table chair person dining table person person person chair person dining table,lecture room
person laptop person person chair,classroom
clock chair chair chair chair chair chair tv,computer room
person person tv tv person,computer room
person person person person chair person chair person person book dining table chair oven person person,classroom
toilet,bathroom
suitcase chair,lecture room
bed,bedroom
bottle oven bowl sink oven,kitchen
person person person person person person chair person person person person dining table dining table person person person,lecture room
clock microwave,kitchen
chair chair chair chair chair,dining room
person person person person suitcase person person person person person potted plant suitcase suitcase person person person chair tie chair person chair chair,lecture room
chair microwave chair chair,kitchen
toilet,bathroom
person tv tv person chair person tv chair tv chair,computer room
person person person,computer room
person person person person person person person person book book dining table dining table chair,classroom
refrigerator oven person,kitchen
chair chair chair chair chair chair chair,dining room
chair refrigerator sink bottle,kitchen
person person tv tv person person person,lecture room
cup cell phone person person dining table knife apple,classroom
bed,bedroom
person person person person handbag,lecture room
bed couch,bedroom
couch,living room
person person person person chair person person person person person person person person person person person chair person,lecture room
chair chair dining table sink chair chair,dining room
person person person person chair person,lecture room
person person person person person person tv dining table person person person person,classroom
chair chair chair dining table,dining room
chair chair chair dining table chair,dining room
chair dining table potted plant chair dining table chair vase chair potted plant cup chair,dining room
laptop laptop person person person person chair chair bottle person chair person dining table person,classroom
vase couch potted plant couch,living room
refrigerator bottle bowl cup cup chair cup,kitchen
bed,bedroom
chair dining table person chair,classroom
bowl,kitchen
person oven,kitchen
bed bed bed bed bed,bedroom
refrigerator chair chair potted plant dining table,dining room
bed,bedroom
person person cell phone,lecture room
sink cup,bathroom
chair chair dining table,dining room
tv tv chair tv person suitcase suitcase tv chair person person chair person chair,dorm room
person couch bed book backpack,dorm room
person person person dog person person person,classroom
bottle oven bottle oven,kitchen
person person bottle bottle person person person person bottle person person person person person person,lecture room
bed couch,bedroom
bed person bed umbrella,bedroom
bed,bedroom
bed,bedroom
couch potted plant chair vase,living room
chair potted plant dining table chair vase,dining room
bed,bedroom
person person person person person tv person person person person person cup person person,lecture room
bed,bedroom
person person person dining table person chair chair tv chair dining table laptop dining table,classroom
person tie person person person laptop cup dining table,lecture room
person person person person person person,kitchen
person person person person person person person person person person person suitcase,lecture room
person person person person person tv,lecture room
chair couch chair couch couch,living room
microwave refrigerator chair bottle,kitchen
bed couch,bedroom
sink,kitchen
cup suitcase person tv,dorm room
chair couch chair chair,living room
person bottle bed bed,dorm room
tv couch couch,dorm room
person bottle person person person person person person person person person person person person backpack person,lecture room
bed tv,bedroom
person,living room
tv tv keyboard chair,computer room
person person person person person person person person person person person,lecture room
bed bed,bedroom
chair person tv chair chair tv chair,computer room
tv bottle couch bottle chair,living room
bed,bedroom
hot dog cup cup,kitchen
chair chair couch,living room
person person person person person person person person person person person person person person person person person person person chair tie,classroom
oven sink,kitchen
chair bottle dining table,dining room
chair chair cup bowl bowl dining table chair,dining room
person person person person person person person person person person,lecture room
refrigerator refrigerator,kitchen
potted plant remote,living room
bed bottle,bedroom
chair chair orange chair bottle,dining room
toilet bottle,bathroom
chair chair chair dining table chair chair potted plant,dining room
person person person person person person person person chair person,lecture room
chair bed,bedroom
chair dining table,dining room
chair chair dining table chair dining table chair chair chair,dining room
couch chair,living room
chair chair dining table,dorm room
person person person person person person person person person person,lecture room
person person laptop person wine glass person person person tie,lecture room
tv,lecture room
chair chair bottle bottle bottle bottle bowl chair bottle bottle dining table,dining room
bed bed,bedroom
tv tv laptop tv,computer room
couch potted plant dining table bowl,living room
oven clock,kitchen
bed bed bed,dorm room
chair couch,living room
bed,bedroom
microwave bottle bowl,kitchen
person person person refrigerator chair,lecture room
person chair person person person person person person person tie chair tie dining table dining table person,lecture room
refrigerator refrigerator,kitchen
person person cell phone,living room
bed,bedroom
couch chair chair person,living room
chair chair chair potted plant dining table,dining room
person person table person tv,computer room
chair chair clock,living room
tv chair chair chair tv,computer room
tv tv keyboard tv tv,computer room
chair dining table bowl chair pizza bowl pizza bowl chair chair bottle bottle,kitchen
chair,computer room
person person chair person person person person person person person person person,lecture room
vase bottle,kitchen
chair bed,bedroom
person person person person person person person person person person person person person person person person person person person person person person person,lecture room
person person person person person person person person tie person person,classroom
tv person tv person person person person person person person,classroom
train,lecture room
person person person person person handbag person suitcase person person person dining table chair person person,classroom
toilet sink,bathroom
chair refrigerator chair refrigerator,dining room
refrigerator,kitchen
dining table chair chair chair chair chair,dining room
person person person person chair person person person clock person bottle bottle person person chair person cup person,classroom
tv person person chair person person chair chair tv tv tv tv chair chair chair person tv,computer room
laptop chair,dorm room
refrigerator oven vase,kitchen
refrigerator potted plant handbag,kitchen
tv person person tv chair chair tv person person chair person person person person chair chair,computer room
chair bed,bedroom
chair chair chair potted plant potted plant chair dining table vase dining table dining table,kitchen
chair chair dining table chair clock vase,dining room
chair chair chair chair chair chair mouse,computer room
sink oven oven microwave,kitchen
person person chair book cat chair,dorm room
person person person person person bottle person,dorm room
dining table chair vase chair,dining room
person person person person tie person person person person,classroom
person person couch,dorm room
person person person person person person person person person person person handbag person,lecture room
bed cat,bedroom
chair chair chair chair person chair person person person person person person chair person person person person person person person,lecture room
person person person suitcase,living room
bed chair dog,dorm room
person bottle chair bottle,classroom
microwave,kitchen
person handbag bottle handbag bottle person,dorm room
bed,bedroom
person person person person person cup person cup person cup dining table cup bottle chair person,lecture room
chair tv,dorm room
dining table person person dining table dining table person clock dining table person person chair person dining table chair person person dining table dining table person,classroom
tv chair chair person chair,computer room
person person person tv person person,classroom
person potted plant dining table potted plant pizza sandwich dining table,kitchen
chair couch potted plant bottle dining table chair,living room
person tv mouse,dorm room
person person person person tv person,lecture room
cup person couch bed cat,dorm room
sink toilet toilet sink,bathroom
bed,bedroom
couch person person potted plant,living room
person person person person person person person person person person person person,lecture room
person person person chair person person person chair person,classroom
chair chair chair chair chair chair,dining room
chair bed,bedroom
couch cat suitcase remote,living room
toilet,bathroom
chair chair chair chair dining table dining table,dining room
tv chair vase,dining room
toilet,bathroom
person person person person person person person person person person person person person,classroom
tv tv chair,dining room
chair chair dining table chair,dining room
chair chair couch clock chair,living room
couch couch chair potted plant,living room
chair dining table,dining room
couch refrigerator oven potted plant,living room
suitcase suitcase person,dorm room
person person person person,dorm room
chair tv chair dining table chair chair wine glass dining table,dining room
bed couch,bedroom
laptop chair mouse tv,computer room
keyboard person mouse tv person,computer room
person chair vase chair,living room
bowl bottle bowl,dining room
person person bottle person person person dining table person,classroom
potted plant sink dining table,kitchen
sink toilet,bathroom
toilet sink,bathroom
oven bottle oven,kitchen
chair chair chair chair chair dining table,dining room
person person person person person person person chair person person person person dining table person dining table person person,classroom
person person person person,lecture room
tv tv,computer room
person person tie tie person tie,computer room
person,computer room
person,computer room
chair couch,dorm room
oven sink,kitchen
chair chair bottle,living room
chair laptop potted plant dining table vase bottle,dining room
person book couch,dorm room
chair chair chair chair chair tv,dining room
bed,bedroom
chair potted plant potted plant dining table potted plant potted plant,dining room
bed,bedroom
chair chair chair mouse tv keyboard keyboard mouse remote laptop chair,computer room
bed,bedroom
chair person person,living room
chair dining table potted plant,dining room
couch tv chair clock,living room
laptop mouse keyboard,computer room
tv tv keyboard,computer room
bottle person person dining table,lecture room
toilet,bathroom
toilet sink sink,bathroom
person person person person person person person,classroom
chair vase,dorm room
toilet toilet sink,bathroom
person person person person person,classroom
person person person person person person person person chair book person person dining table,classroom
chair bottle chair,living room
bottle,dorm room
bed bed,dorm room
chair book book,dorm room
person person person cup dining table cup person person cup,classroom
bed,bedroom
person person person person person person person person person person person person person person person person person tie person person person,classroom
person tv person cell phone tv,computer room
person chair clock oven book person,dorm room
sink toilet,bathroom
microwave oven sink bicycle refrigerator,kitchen
person chair chair chair chair chair chair,living room
sink toilet,bathroom
bench car chair person,dorm room
chair chair chair chair chair dining table chair chair chair chair chair chair,lecture room
person person dining table person person person person dining table bowl bowl person person cup cup dining table person dining table chair person person,classroom
laptop table keyboard,computer room
couch chair potted plant chair chair potted plant tv couch,living room
person person person person person person person person person person person person person person,classroom
person person person person clock person person person dining table dining table dining table,classroom
person person handbag,dorm room
tv keyboard keyboard tv keyboard remote,computer room
bed bed vase,dorm room
bed chair,bedroom
chair chair chair chair chair chair,dining room
toilet toilet,bathroom
bed chair chair bed,bedroom
person person person person person person person person bottle person person person person person person,lecture room
chair tv tv mouse mouse tv laptop,computer room
tv chair couch chair,computer room
chair chair chair chair chair,dining room
oven potted plant sink refrigerator bottle,kitchen
tv person person,living room
person,living room
bed suitcase,bedroom
person person chair person person person person chair chair,computer room
chair chair,living room
person person person bottle person person person person bottle person person bowl,lecture room
bed bed,dorm room
chair chair chair,computer room
couch person couch,dorm room
person person person person person person person person person person person person,classroom
person person person person person person person person chair person tv,classroom
toilet sink sink,dorm room
chair person chair person chair person person chair person chair person person person person person,lecture room
laptop person tv,computer room
person chair person chair person person person person cup person,lecture room
person dining table person person person chair chair person cup person chair dining table person chair person wine glass chair chair chair person person person person,lecture room
bed,bedroom
keyboard tv laptop dog keyboard chair,computer room
bench couch,living room
person person person person person person person person handbag person person person person,lecture room
person chair person person chair chair person person person person person person chair person person person dining table laptop person person person,classroom
person person person person chair chair,dorm room
chair dining table chair,dining room
person person tv person chair laptop tv person chair,lecture room
couch,living room
toilet,bathroom
person person person tie,classroom
bed,bedroom
person person tv person person chair person person person chair person chair chair chair chair chair chair chair,lecture room
toilet,bathroom
person potted plant,dorm room
person person tv person person person chair person person person,lecture room
microwave oven oven,kitchen
person person person person,dorm room
person person person chair person person person person tie handbag,lecture room
bed bottle,bedroom
person tv potted plant person person chair vase potted plant,living room
person chair dining table dining table person,dining room
chair bed chair,bedroom
person person chair person person chair chair person person person person chair chair person chair person chair chair person chair person,lecture room
clock person chair person person person person person person dining table chair person person laptop dining table person person chair dining table person,lecture room
person person suitcase person,dorm room
chair chair chair chair,computer room
chair chair,living room
bed bed,bedroom
couch dining table couch potted plant,living room
sink toilet,bathroom
person person person person handbag person person person person chair person person person dining table person,classroom
toilet,bathroom
cat person bed dog,dorm room
chair couch,living room
tv,dorm room
toilet sink,bathroom
tv person chair person person chair chair chair chair dining table dining table dining table dining table chair,classroom
person person person chair chair person tv person cup person,lecture room
refrigerator sink oven,kitchen
toilet sink,bathroom
